id	reasoning	on_target	sentiment_score	sentiment_ció
1015	The Labour Government is described as conducting an 'anti-farming Stalinist offensive' that presents 'a real danger to us all'. This is a strongly negative characterisation of Labour.	1	-1.0	
1016	Gething's (Labour leader's) victory is described as 'tainted' by partisan union support, and Labour is characterised as functioning in a partisan/corrupt manner. This is a negative assessment of Labour.	1	-0.5	
1017	Labour is characterised as answering every problem with 'another consultation, another review, another layer of state control' that does not make people richer. This is a negative characterisation of Labour's approach to governance.	1	-0.5	
1018	In this context, Labour is the party making arguments about the opposition, not being judged itself. Labour is the speaker/accuser in this sentence.	0	0.0	
1019	Vaughan Gething (Labour Economy Minister) is speaking and characterising UK proposals as 'aggressive centralisation'. Labour is the speaker making accusations, not being assessed itself.	0	0.0	
1020	The sentence neutrally reports polling trends showing Labour and Tories sliding, without opinionated framing about Labour specifically.	0	0.0	
1021	The sentence calls on Labour to go further and scrap a reform, implying the partial pause is insufficient — this is critical framing of Labour's policy decision.	1	-0.4	
1022	The sentence directly characterizes Labour and Plaid's policy as 'extreme', which is clearly negative opinionated framing.	1	-0.7	
1023	The mention of Labour is incidental, used to describe the GMB Union's funding relationship, not to express bias about Labour itself.	0	0.0	
1024	The sentence quotes Scottish Labour's leader about restoring trust in politics, which is a neutral/positive self-description reported factually.	0	0.0	
1025	The sentence reports factually on FMQs questioning of the Labour First Minister about a controversial donation, without opinionated framing itself.	0	0.0	
1026	The sentence reports a Labour MS criticizing Reform, which reflects positively on Labour's stance but is primarily factual reporting of a quote.	0	0.0	
1027	The sentence neutrally reports Labour MS Julie Morgan raising concerns about university cuts and their knock-on impact, with no opinionated framing.	0	0.0	
1028	The sentence accuses Labour of contradicting its own commissioned reports on devolution, framing Labour negatively as inconsistent on Welsh devolution.	1	-0.6	
1029	The sentence directly attacks Labour's motivations, claiming the party acts from polling pressure rather than principle regarding vulnerable people — strongly negative framing.	1	-0.8	
1030	The sentence accuses the Labour Government of entrenching an outrageous notion that Wales is lesser than Scotland, presenting Labour negatively on devolution.	1	-0.7	
1031	The sentence directly accuses Labour of breaking a healthcare promise and actively forcing worse patient treatment, which is clearly negative opinionated framing.	1	-0.8	
1032	The sentence accuses Labour's laws of tying businesses in red tape, loading costs, and failing to cut emissions — strongly negative framing of Labour's climate legislation.	1	-0.7	
1033	The sentence is factual reporting of an FMQs exchange, describing the First Minister's response without opinionated framing about Labour.	0	0.0	
1034	The sentence implies Labour's blueprint for governing Britain involves increasing politicians rather than improving healthcare — a negative characterization of Labour governance.	1	-0.6	
1035	The sentence implies Labour governments working together for Wales is 'pie in the sky', framing Labour's cross-government cooperation claims negatively.	1	-0.6	
1036	The sentence is a pro-Labour statement promoting the value of two Labour governments working together, expressing a clearly positive sentiment toward Labour.	1	0.7	
1037	The sentence criticizes the Labour Health Minister for escalating maternity monitoring too late, framing Labour's response as inadequate and damaging.	1	-0.7	
1038	The sentence reports Plaid's claim that Labour offers 'more of the same' and fails Wales, which is negative framing of Labour but reported as a political accusation rather than editorial opinion.	1	-0.5	
1039	The sentence factually reports the Labour First Minister's accusations against the Welsh Secretary, without editorial bias toward Labour itself.	0	0.0	
1040	The sentence directly criticizes Labour's record in Wales with opinionated framing ('failing', 'isn't as good as it gets'), expressing clear negative bias.	1	-0.8	
1041	The sentence reports factually on a political exchange in committee, attributing a specific accusation to a named Labour politician without editorial bias.	0	0.0	
1042	The sentence neutrally reports that the Labour leader pledged to turn his back on 'tribalism' and usher in 'stability' and 'moderation', which is factual reporting of a stated position.	0	0.0	
1043	The sentence frames Labour's electoral performance as 'stasis rather than a resurgence', which is a mildly negative analytical judgment about Labour's position.	1	-0.3	
1044	The sentence negatively frames Labour by accusing them of supporting a Tory law that allows undercover agents to commit serious crimes, presenting this as a criticism of Labour.	1	-0.6	
1045	The sentence expresses a critical opinion about Labour potentially undermining Welsh Government calls, framed as 'deeply disappointing', showing negative bias toward Labour.	1	-0.5	
1046	The sentence is a neutral image caption identifying individuals and does not express any bias toward or against Labour.	0	0.0	
